date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Distillate - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-12-29T11:50:00Z,-130.11,-651.97,-752.5,669.83,2455.95,14.6,NA,0.08,40.93,0.12,13.41,427.11,1920.93,5279.22,29,25.26,39.9,183.82,0.04,NA,0.01,2.04,302.79,-33
2024-12-29T11:55:00Z,-12.79,-653.37,-783.65,766.32,2445.8,14.59,NA,0.08,40.11,0,13.52,410.55,1951.75,5290.56,29,26.51,46.06,184.3,0.04,NA,0.01,2.03,310.79,-33
2024-12-29T12:00:00Z,-25.1,-653.76,-810.5,732.54,2484.13,14.6,NA,0.08,40.58,0.53,13.5,421.07,2038.13,5301.9,29,27.13,45.82,185.32,0.04,NA,0.01,2.02,305.58,-33
2024-12-29T12:05:00Z,-5.24,-654.36,-794.45,807.57,2438.32,14.6,NA,0.12,40.15,0.14,13.2,382.27,1947.35,5291.52,29.08,26.65,49.94,185.04,0.04,NA,0.01,2.03,320.98,-33
2024-12-29T12:10:00Z,-4,-654.36,-796.4,762.94,2483.76,14.59,NA,0.04,39.85,2.33,13.41,365.69,2077.78,5281.15,29.17,26.74,47.03,185.03,0.04,NA,0.01,2.01,308.71,-33
2024-12-29T12:15:00Z,-15.06,-655.46,-827.05,744.51,2431.56,14.58,NA,0.01,40.63,0.23,13.2,375.35,2111.88,5270.78,29.25,27.37,45.79,184.79,0.04,NA,0,2.02,307.27,-33
2024-12-29T12:20:00Z,-3.55,-653.27,-816.1,709.26,2445.82,14.6,NA,0.01,40.22,0.88,13.26,396.49,2103.54,5260.4,29.33,26.76,43.52,183.39,0.04,NA,0,2.03,299.84,-33
2024-12-29T12:25:00Z,-30.35,-654.76,-810.65,702.18,2466.72,14.57,NA,0.08,40.93,0.78,13.52,390.98,2150.95,5250.03,29.42,26.56,43.54,184.71,0.04,NA,0,2.04,300.74,-33
2024-12-29T12:30:00Z,-32.2,-651.58,-816.1,704.54,2452.27,14.6,NA,0.08,40.35,0.27,13.41,402.84,2174.69,5239.65,29.5,26.58,44.1,184.94,0.04,NA,0.01,2.04,301.76,-33
2024-12-29T12:35:00Z,-10.62,-652.56,-852.6,733.33,2434.83,14.6,NA,0.12,40.71,0.07,13.26,394.44,2101.27,5237.38,29.3,27.79,45.42,183.75,0.04,NA,0.01,2.03,305.67,-33
2024-12-29T12:40:00Z,-3.66,-651.87,-837.4,712.37,2524.43,14.61,NA,0.08,40.73,3.05,13.5,369.69,2086.67,5235.1,29.1,27.8,44.08,186.43,0.04,NA,0.01,2.04,304.06,-33
2024-12-29T12:45:00Z,-4.82,-651.57,-809.05,722.5,2421.43,14.58,NA,0.08,39.72,0.09,13.7,368.68,2053.89,5232.82,28.9,27.02,44.13,185.94,0.04,NA,0.01,2.02,309.33,-33
2024-12-29T12:50:00Z,-3.83,-651.07,-790.7,681.47,2507.86,14.57,NA,0.12,40.27,0.06,13.47,378.5,2054.32,5230.54,28.7,26.4,41.66,185.32,0.04,NA,0.01,2.01,299.73,-32.01
2024-12-29T12:55:00Z,-30.67,-651.67,-759.35,714.15,2443.28,14.61,NA,0.08,40.32,0.06,13.44,346.71,2151.83,5228.26,28.5,25.24,43.65,186.14,0.04,NA,0.01,2.02,306.74,-33
2024-12-29T13:00:00Z,-8.02,-652.18,-842.75,702.73,2486.32,14.6,NA,0.12,40.16,0.58,13.44,385.5,2222.45,5225.98,28.3,27.52,42.72,185.33,0.04,NA,0.01,2.02,297.08,-33
2024-12-29T13:05:00Z,-4.14,-651.05,-796.05,747.85,2460.44,14.58,NA,0.04,39.93,0.32,13.52,374.89,2126.82,5209.05,28.22,26.04,45.82,185.97,0.04,NA,0.01,2.01,310.13,-33
2024-12-29T13:10:00Z,-12.72,-654.86,-725.2,707.35,2424.16,14.59,NA,0.12,40.15,0.05,13.29,389.05,2098.54,5192.13,28.13,23.81,43.02,183.66,0.04,NA,0.01,2.01,304.65,-33
2024-12-29T13:15:00Z,-8.03,-651.77,-717.75,735.74,2448.7,14.63,NA,0.08,40.22,0.29,13.47,384.34,2120.96,5175.2,28.05,23.51,44.75,183.22,0.04,NA,0.01,2.02,306.53,-33
2024-12-29T13:20:00Z,-3.5,-649.17,-788.25,775.92,2508.54,14.5,NA,0.12,39.96,2.46,13.52,355.31,2221.69,5158.27,27.97,25.87,47.27,186.35,0.04,NA,0.01,2.01,310.92,-33
2024-12-29T13:25:00Z,-18.36,-651.97,-844,818.29,2500.19,14.48,NA,0.12,40.31,1.53,13.17,370.04,2301.5,5141.34,27.88,27.46,49.62,188.24,0.04,NA,0.01,2.01,316.7,-33
2024-12-29T13:30:00Z,-23.22,-651.67,-690.2,763.06,2447.5,14.49,NA,0.12,39.89,0,13.38,324.6,2211.46,5124.41,27.8,22.38,45.82,185.97,0.04,NA,0.01,2.01,315.3,-33
2024-12-29T13:35:00Z,-11.16,-653.96,-705.15,805.03,2441.21,14.49,NA,0.12,39.91,0.1,13.29,318.34,2288.11,5090.8,27.7,22.84,48.01,183.79,0.04,NA,0.01,2,315.29,-33
2024-12-29T13:40:00Z,-4.01,-650.29,-683.4,767.04,2459.66,14.47,NA,0.01,39.97,0.25,13.44,306.09,2311.52,5057.19,27.6,22.02,45.9,184.25,0.04,NA,0,2,311.46,-32
2024-12-29T13:45:00Z,-3.5,-652.78,-746.5,779.8,2476.53,14.47,NA,0.01,39.99,0.07,13.47,315.54,2445.04,5023.59,27.5,23.83,46.92,185.58,0.04,NA,0,2.01,310.41,-32
2024-12-29T13:50:00Z,-4.29,-651.09,-777.35,796.58,2512.23,14.51,NA,0.12,39.89,0,13.47,311.98,2457.65,4989.98,27.4,24.65,48.04,187.54,0.04,NA,0,2,315.11,-31.01
2024-12-29T13:55:00Z,-5.15,-651.38,-804.45,760.57,2492.92,14.5,NA,0.17,39.83,0.09,13.38,313.21,2462.36,4956.37,27.3,25.52,45.77,188.13,0.04,NA,0.01,2,312.85,-27.66
2024-12-29T14:00:00Z,-3.05,-649.47,-817.05,634.63,2601.19,14.49,NA,0.12,39.77,6.94,13.38,324.52,2694.86,4922.76,27.2,25.63,40.31,191.43,0.04,NA,0.01,2,293.37,-27.58
2024-12-29T14:05:00Z,-5.26,-652.26,-737.35,593.87,2515.4,14.88,NA,0.12,40.23,0.22,13.47,330.25,2757.65,4875.5,27.12,22.63,40.37,192.27,0.04,NA,0.01,2.01,297.33,-27.41
2024-12-29T14:10:00Z,-34.55,-652.28,-702.15,491,2530.27,14.89,NA,0.12,40.03,0.1,13.5,337.48,2888.17,4828.24,27.03,21.03,34.71,189.65,0.04,NA,0.01,2.01,280.94,-27.92
2024-12-29T14:15:00Z,-4.76,-651.17,-542.65,84.22,2594.85,14.89,NA,0.12,39.84,0.66,13.38,338.86,3108.79,4780.98,26.95,15.95,6.42,192.59,0.04,NA,0.01,2,231.15,-27.18
2024-12-29T14:20:00Z,-71.58,-651.07,-533.75,253.57,2582.71,14.87,NA,0.15,39.84,0.1,13.41,319.68,2918.11,4733.72,26.87,15.78,19.06,194.53,0.04,NA,0.01,2,263.18,-27.95
2024-12-29T14:25:00Z,-88.49,-653.67,-494.2,261.44,2529.59,14.87,NA,0.12,39.89,0,13.56,328.05,2884.07,4686.46,26.78,14.77,17.8,192.14,0.04,NA,0.01,2,262.99,-27.79
2024-12-29T14:30:00Z,-86.37,-650.16,-450.8,214.13,2575.05,14.91,NA,0.14,39.62,0.03,13.41,340.71,2887.92,4639.2,26.7,13.46,14.58,191.88,0.04,NA,0.01,2,256.92,-28.11
2024-12-29T14:35:00Z,-83.43,-649.56,-398.7,297.22,2607.08,14.97,NA,0.15,40.32,0.25,13.38,335.62,2891.94,4572.62,26.6,12,20.66,194.74,0.04,NA,0.01,2.01,272.49,-27.7
2024-12-29T14:40:00Z,-82.29,-569.3,-479.05,328.52,2618.92,14.97,NA,0.13,39.91,1.02,13.23,300.54,3015.69,4506.05,26.5,14.57,23.01,196.35,0.04,NA,0.01,2.01,274.23,-27.77
2024-12-29T14:45:00Z,-16.94,-569.4,-380.55,256.5,2607.35,14.99,NA,0.12,40.03,0.7,13.41,274.15,3013.95,4439.47,26.4,11.52,18.12,196.36,0.04,NA,0.01,2.01,267.96,-23.09
2024-12-29T14:50:00Z,-4.24,-569.3,-352.8,236.74,2609.86,14.97,NA,0.12,39.93,1.99,13.38,286.79,3010.49,4372.89,26.3,10.68,16.84,196.03,0.04,NA,0.01,2.01,266.77,-22.76
2024-12-29T14:55:00Z,-3.8,-382.2,-376.75,79.12,2672.43,14.96,NA,0.15,39.98,37.05,13.7,295.9,3233.47,4306.31,26.2,11.41,6.1,198.44,0.04,NA,0.01,2.01,239.68,38.75
2024-12-29T15:00:00Z,-3.93,-380.3,-384.45,138.99,2709.25,14.97,NA,0.14,39.95,3.7,13.76,269.74,3238.45,4239.74,26.1,11.75,10.96,202.12,0.04,NA,0.01,2.01,253.64,41
2024-12-29T15:05:00Z,-5.26,-381.7,-378.6,112.39,2817.43,14.98,NA,0.12,40.06,3.06,13.6,263.24,3257.27,4167.42,26.07,11.79,8.64,207.5,0.04,NA,0.01,2.01,255.36,40.38
2024-12-29T15:10:00Z,-4.83,-379.4,-406,0,2922.15,14.97,NA,0.14,40.46,4.16,23.62,262.61,3212.1,4095.11,26.03,12.94,0,215.41,0.04,NA,0.01,2.02,250.84,90.41
2024-12-29T15:15:00Z,-3.83,-382.4,-405.43,0,3015.09,15,NA,0.14,39.85,44.95,33.72,255.84,3237.18,4022.8,26,13.13,0,222.77,0.04,NA,0.01,2.02,257.3,76.83
2024-12-29T15:20:00Z,-11.07,-188.5,-480.66,0,3032.01,14.94,NA,0.12,40.14,0.03,44.02,254.21,3239.66,3950.49,25.97,15.95,0,226.87,0.04,NA,0.01,2.01,258.26,-27.1
2024-12-29T15:25:00Z,-9.15,0,-647.56,0,3120.22,14.86,NA,0.12,39.72,0.04,54.31,251.74,3266.48,3878.18,25.93,22.55,0,230.81,0.04,NA,0.01,2,253.15,-22.43
2024-12-29T15:30:00Z,-3.87,0,-774.08,0,3253.77,14.9,NA,0.14,40.25,0.06,64,257.07,3216.95,3805.87,25.9,27.45,0,239.04,0.04,NA,0.01,2.01,259.61,40.77
2024-12-29T15:35:00Z,-7.46,0,-751.43,0,3272.64,14.9,NA,0.12,39.74,0,68.96,274.72,3204.65,3713.12,25.83,27.02,0,244.69,0.04,NA,0.01,2.01,268.22,-27.5
2024-12-29T15:40:00Z,-58.13,0,-634.38,0,3432.07,14.87,NA,0.13,40.11,0.18,69.44,290.16,3200.75,3620.38,25.77,23.08,0,251.31,0.04,NA,0.01,2,277.01,-22.18
2024-12-29T15:45:00Z,-92.24,0,-704.69,0,3546.69,14.88,NA,0.14,40.06,0.02,69.56,284.23,3196.09,3527.64,25.7,26.16,0,261.5,0.04,NA,0.01,2.01,288.27,30.95
2024-12-29T15:50:00Z,-56.43,0,-744.48,0,3659.93,15.64,NA,0.12,39.86,0,69.24,266.78,3195.24,3434.9,25.63,28.13,0,269.97,0.04,NA,0.01,2.01,296.2,49.8
2024-12-29T15:55:00Z,-3.52,0,-770.12,0,3777.16,15.65,NA,0.12,40.01,22.26,69.8,273.61,3192.59,3342.16,25.57,29.46,0,278.51,0.04,NA,0.01,2,302.54,39.86
2024-12-29T16:00:00Z,-11.44,0,-751.29,0,3871.74,15.64,NA,0.15,40.08,18.58,69.68,251.87,3186.85,3249.41,25.5,29.2,0,286.4,0.04,NA,0.01,2.01,312.94,48.63
2024-12-29T16:05:00Z,-22.94,0,-766.52,0,3997.31,15.64,NA,0.14,40.06,9.67,69.76,226.84,3174.54,3155.12,25.5,30.34,0,294.6,0.04,NA,0.01,2.01,322.82,39.28
2024-12-29T16:10:00Z,-15.27,0,-760.54,0,4092.33,15.64,NA,0.12,39.97,0.21,69.48,221.5,3166.85,3060.82,25.5,30.63,0,302.78,0.04,NA,0.01,2.01,332.67,39.37
2024-12-29T16:15:00Z,-6.36,0,-820.11,0,4249.75,15.67,NA,0.18,39.89,5.04,69.58,228,3159.7,2966.53,25.5,33.49,0,312.16,0.04,NA,0.01,2,339.99,38.79
2024-12-29T16:20:00Z,-4.04,0,-798.65,0,4343.75,15.32,NA,0.14,39.71,3.07,69.94,223.97,3196.95,2872.24,25.5,33,0,321.5,0.04,NA,0.01,2,349.97,57.01
2024-12-29T16:25:00Z,-2.95,0,-844.9,0,4466.92,15.28,NA,0.16,40.04,9.99,69.44,211.38,3231.06,2777.94,25.5,35.16,0,329.57,0.04,NA,0.01,2,356.67,39.81
2024-12-29T16:30:00Z,-6.81,0,-786.56,0,4451.49,15.3,NA,0.12,40.1,0,69.61,213.85,3215.69,2683.65,25.5,32.91,0,333.55,0.04,NA,0.01,2.01,367.04,39.76
2024-12-29T16:35:00Z,-5.74,0,-764.56,0,4475.56,15.29,NA,0.12,40.44,0.01,69.61,251.19,3209.07,2573.8,25.37,31.97,0,333.87,0.04,NA,0.01,2.02,369.75,35.05
2024-12-29T16:40:00Z,-2.99,0,-266.7,78.65,4631.18,15.3,NA,0.12,39.99,0.26,69.56,272,3201.22,2463.96,25.23,11.22,5.19,340.57,0.04,NA,0.01,2.02,390.44,30.81
2024-12-29T16:45:00Z,-3.71,0,-732.75,0,4657.84,15.3,NA,0.14,40.56,0.16,69.52,294.23,3197.74,2354.12,25.1,31.03,0,347.44,0.04,NA,0.01,2.02,386.29,34.98
2024-12-29T16:50:00Z,-2.64,0,-692.27,0,4741.07,14.79,NA,0.12,40.11,1.45,69.2,298.58,3186.46,2244.28,24.97,29.44,0,351.64,0.04,NA,0.01,2.02,393.01,35.05
2024-12-29T16:55:00Z,-3.31,0,-677.63,0,4818.17,14.84,NA,0.14,40.21,0.23,69.35,280.06,3173.52,2134.43,24.83,29.11,0,357.62,0.04,NA,0.01,2.02,402.73,35.05
2024-12-29T17:00:00Z,-3.28,0,-578.31,0,4897.1,14.86,NA,0.12,39.62,0.05,69.7,279.38,3138.01,2024.59,24.7,25.11,0,363.38,0.04,NA,0.01,2,413.27,39.69
2024-12-29T17:05:00Z,-4.72,0,-534.59,0,4920.61,15.21,NA,0.17,40.21,0.19,69.2,286.79,3040.42,1922.18,24.55,23.48,0,367.2,0.04,NA,0.01,2,425.31,39.08
2024-12-29T17:10:00Z,-3.72,0,-571.6,0,5067.39,15.17,NA,0.17,40.31,0.02,69.44,288.31,3005.33,1819.78,24.4,25.47,0,373.59,0.04,NA,0.01,2.02,431.86,30.39
2024-12-29T17:15:00Z,-3.48,0,-526.73,0,5142.05,15.19,NA,0.12,40.31,0,69.58,302.29,2881.79,1717.37,24.25,23.88,0,381.92,0.04,NA,0.01,2.02,448.33,30.39
2024-12-29T17:20:00Z,-2.97,0,-395.95,0,5214.37,15.2,NA,0.12,40.47,1.78,69.52,322.94,2791.71,1614.96,24.1,18.24,0,387.48,0.04,NA,0.01,2.03,460.67,35.05
2024-12-29T17:25:00Z,-3.81,0,-328.88,0,5258.66,15.22,NA,0.15,40.31,0.03,69.54,327.5,2711.98,1512.55,23.95,15.36,0,391.95,0.04,NA,0.01,2.03,473.17,39.32
2024-12-29T17:30:00Z,-3.27,0,-330.84,0,5399.02,15.19,NA,0.15,40.32,0,69.58,334.54,2666.01,1410.15,23.8,15.66,0,398.96,0.04,NA,0.01,2.02,481.67,39.56
2024-12-29T17:35:00Z,-3.2,0,-207.2,24.06,5515.94,15.19,NA,0.12,39.92,2.31,69.42,317.49,2574.86,1315.53,23.77,9.97,1.47,408.5,0.04,NA,0.01,2.01,501.72,83.84
2024-12-29T17:40:00Z,-3.4,0,-207.25,17.63,5626.75,15.21,NA,0.12,40.02,7.12,69.81,320.31,2523.17,1220.92,23.73,10.13,1.08,416.9,0.04,NA,0.01,2.01,512.62,70.53
2024-12-29T17:45:00Z,-3.26,0,-247.8,57.85,5765.06,15.08,NA,0.15,39.74,3.06,69.76,324.17,2440.39,1126.3,23.7,12.3,3.55,426.1,0.04,NA,0.01,2,531.17,61.34
2024-12-29T17:50:00Z,-2.79,0,-264.3,111.01,5851.49,15.42,NA,0.12,40.24,5.68,69.99,312.37,2332.82,1031.69,23.67,13.34,6.86,434.37,0.04,NA,0.01,2.01,555.86,66.52
2024-12-29T17:55:00Z,-3.37,0,-343.2,259.95,6026.93,15.16,NA,0.08,39.91,15.31,69.1,306.64,2199.29,937.08,23.63,17.7,16.38,444.05,0.04,NA,0.01,2.01,592.86,75.08
2024-12-29T18:00:00Z,-3.54,0,-254.2,210.71,6130.79,14.96,NA,0.14,40.5,0.02,69.03,298.27,2057.53,842.46,23.6,13.43,13.61,454.54,0.04,NA,0.01,2.02,610.03,81.87
2024-12-29T18:05:00Z,-3.21,0,-265.45,246.29,6258.77,14.3,NA,0.15,40.37,1.25,69,307.94,1911.56,767.55,23.48,14.35,16.07,463.48,0.04,NA,0.01,2.03,633.16,72.22
2024-12-29T18:10:00Z,-4.41,0,-208.05,247.54,6319.78,14.3,NA,0.08,40.1,19.37,69.06,319.86,1738.53,692.63,23.37,11.49,16.03,470.94,0.04,NA,0.01,2.02,654.65,87.49
2024-12-29T18:15:00Z,-3.43,0,-152.8,238.62,6426.94,14.93,NA,0.08,40.3,0.01,320.19,334.45,1561.9,617.72,23.25,8.51,15.48,477.66,0.04,NA,0.01,2.02,654.61,94.02
2024-12-29T18:20:00Z,-3.26,0,-154.65,233.46,6510.73,14.96,NA,0.21,40.23,0.4,321.49,386.15,1398.3,542.8,23.13,8.67,15.39,485.13,0.04,NA,0.01,2.02,671.7,109.77
2024-12-29T18:25:00Z,-4.57,0,-127.9,241.33,6554.19,14.96,NA,0.2,40.1,38.98,316.04,417.56,1237.03,467.89,23.02,7.28,15.96,490.21,0.04,NA,0.01,2.02,689.92,110.5
2024-12-29T18:30:00Z,-5.21,0,-132.15,278,6623.94,14.97,NA,0.12,40.07,38.94,316.35,461.01,1061.14,392.97,22.9,7.65,18.21,494.82,0.04,NA,0.01,2.01,713.52,125.69
2024-12-29T18:35:00Z,-3.43,0,-216.55,310.86,6698.38,14.61,NA,0.08,44.4,88.24,396.82,475.61,895.45,345.16,22.83,12.68,20.15,500.58,0.04,NA,0.01,2.12,726.46,112.2
2024-12-29T18:40:00Z,-3.13,0,-156.15,313.97,6806.42,14.58,NA,0.15,44.2,91.77,399.86,464.15,617.96,297.34,22.77,9.34,20.45,507.76,0.04,NA,0.01,2.22,756.8,88.83
2024-12-29T18:45:00Z,-3.5,0,-195.35,303.39,6806.35,14.55,NA,0.15,44.31,99.26,475.59,503.77,579.04,249.52,22.7,11.85,19.81,512.22,0.04,NA,0.01,2.22,758.07,95.57
2024-12-29T18:50:00Z,-3.54,0,-155.9,216.21,6852.54,14.58,NA,0.12,44.66,97.4,600.9,556.79,476.09,201.71,22.63,9.38,14.32,514.2,0.04,NA,0.01,2.23,738.8,109.64
2024-12-29T18:55:00Z,-3.44,0,-164.6,140.2,6877.95,14.58,NA,0.15,44.49,90.13,717.05,602.85,358.77,153.89,22.57,9.86,9.38,516.86,0.04,NA,0.01,2.24,727.81,101.11
2024-12-29T19:00:00Z,-3.66,0,-172.4,115.41,6912.38,14.56,NA,0.12,44.61,175.86,722.34,613.05,267.29,106.08,22.5,10.31,7.81,519.01,0.04,NA,0.01,2.24,726.86,107.52
2024-12-29T19:05:00Z,-3.5,0,-215.95,141.06,6910.01,14.57,NA,0.14,44.41,216.07,725.04,671,188.62,89.31,22.42,12.87,9.53,520.14,0.04,NA,0.01,2.23,732.92,87.07
2024-12-29T19:10:00Z,-6.94,0,-225.5,166.8,6881.49,14.58,NA,0.12,44.12,184.82,722.11,752.04,122.86,72.54,22.33,13.46,11.24,518.73,0.04,NA,0.01,2.22,741.51,97.55
2024-12-29T19:15:00Z,-3.46,0,-270.85,119.39,6980.98,14.57,NA,0.17,43.98,65.23,833.05,791.75,77.72,55.77,22.25,16.18,8.26,521.3,0.04,NA,0.01,2.21,730.57,87.5
2024-12-29T19:20:00Z,-3.55,0,-281.1,108.25,6955.32,14.58,NA,0.16,44.37,59.93,960.69,807.83,35.15,39,22.17,16.74,7.72,524.11,0.04,NA,0.01,2.22,728.32,86.65
2024-12-29T19:25:00Z,-3.62,0,-296.4,94.71,6875.9,14.57,NA,0.13,44.5,95.85,970.63,869.69,18.98,22.23,22.08,17.42,6.72,519.89,0.04,NA,0.01,2.23,720.56,87.11
2024-12-29T19:30:00Z,-5.26,0,-296.65,125.45,6807.61,14.56,NA,0.12,44.16,58.49,969.36,898.97,7.68,5.46,22,17.35,8.96,513.98,0.04,NA,0.01,2.22,727.32,87.32
2024-12-29T19:35:00Z,-4.27,0,-249.9,44.11,6775.17,14.57,NA,0.17,44.57,59.82,978.59,894.22,2.49,4.55,21.98,14.57,3.16,509.77,0.04,NA,0.01,2.23,708.79,87.5
2024-12-29T19:40:00Z,-3.57,0,-249.35,30.69,6794.6,14.59,NA,0.15,44.12,80.45,984.66,900.33,1.51,3.64,21.97,14.46,2.21,508.97,0.04,NA,0.01,2.23,701.12,87.5
2024-12-29T19:45:00Z,-3.45,0,-253.54,0,6815.25,14.57,NA,0.14,44.02,119.46,974.6,919.76,0.1,2.73,21.95,14.68,0,510.43,0.04,NA,0.01,2.21,692.19,88.97
2024-12-29T19:50:00Z,-3.31,0,-328.52,0,6887.69,14.57,NA,0.12,43.81,80.52,970.8,951.53,0.1,1.82,21.93,19.02,0,514.13,0.04,NA,0.01,2.2,692.45,87.5
2024-12-29T19:55:00Z,-3.97,0,-424.19,0,6930.2,14.59,NA,0.12,44.37,79.97,989.29,937.56,0.1,0.91,21.92,24.63,0,518.75,0.04,NA,0.01,2.21,695.13,87.5
2024-12-29T20:00:00Z,-4.14,0,-414.79,0,6879.22,14.6,NA,0.17,44.25,80.35,987.39,933.25,0.1,0,21.9,24.08,0,518.36,0.04,NA,0.01,2.22,699.34,87.5
2024-12-29T20:05:00Z,-3.97,0,-420.78,0,6856.42,13.91,NA,0.12,44.43,97.18,969.35,922.86,0.01,0,21.87,24.41,0,515.42,0.04,NA,0.01,2.23,698.07,77.79
2024-12-29T20:10:00Z,-3.13,0,-402.79,0,6787.25,13.55,NA,0.14,44.96,136.91,940.69,940.95,0.01,0,21.83,23.3,0,511.76,0.04,NA,0.01,2.24,696.21,79.48
2024-12-29T20:15:00Z,-4.27,0,-364.61,0,6744.33,13.56,NA,0.17,44.4,140.16,891.61,948.38,0.01,0,21.8,21.05,0,507.12,0.03,NA,0.01,2.24,696.51,86.56
2024-12-29T20:20:00Z,-4.27,0,-332.49,0,6719.47,13.56,NA,0.14,44.93,78.57,905.81,953.38,0.01,0,21.77,19.24,0,504.13,0.03,NA,0.01,2.24,697.7,86.96
2024-12-29T20:25:00Z,-4.13,0,-289.16,0,6633.14,13.53,NA,0.14,44.29,51.16,892.49,956.59,0.01,0,21.73,16.77,0,499.55,0.03,NA,0.01,2.24,701.46,86.6
2024-12-29T20:30:00Z,-3.65,0,-302.21,0,6645.52,13.57,NA,0.14,44.21,21.26,896.57,984.57,0.01,0,21.7,17.53,0,496.57,0.03,NA,0.01,2.22,695.85,86.14
2024-12-29T20:35:00Z,-4.09,0,-284.38,0,6658.71,13.21,NA,0.17,44.13,20.16,898.33,1021.91,0.01,0,21.68,16.46,0,497.51,0.03,NA,0.01,2.22,693.06,86.13
2024-12-29T20:40:00Z,-4.09,0,-261.49,0,6637.83,13.21,NA,0.13,44.57,20.08,848.17,1035.51,0.01,0,21.67,15.14,0,497.23,0.03,NA,0.01,2.23,697.44,86.2
2024-12-29T20:45:00Z,-4.04,0,-271.55,0,6584.22,13.23,NA,0.2,44.66,20.01,832.37,1047.38,0.01,0,21.65,15.76,0,494.55,0.03,NA,0.01,2.24,698.35,80
2024-12-29T20:50:00Z,-4.19,0,-261.24,0,6555.92,13.15,NA,0.23,44.57,20,811.49,1062.79,0.01,0,21.63,15.13,0,491.62,0.03,NA,0.01,2.24,697.01,72.69
2024-12-29T20:55:00Z,-6.31,0,-270.66,0,6453.6,13.15,NA,0.15,43.66,0.03,810.6,1087.7,0.01,0,21.62,15.67,0,486.85,0.03,NA,0.01,2.21,698.65,71.64
2024-12-29T21:00:00Z,-4.52,0,-271.22,4.05,6414.34,13.17,NA,0.14,42.81,0.09,810.32,1095.63,0.01,0,21.6,15.64,0.23,481.67,0.03,NA,0.01,2.17,694.32,72.04
2024-12-29T21:05:00Z,-4.08,0,-294.34,0,6360.65,13.18,NA,0.15,42.67,0.08,813.67,1110.32,0.01,0,21.62,16.92,0,478.27,0.03,NA,0.01,2.14,691.65,87.5
2024-12-29T21:10:00Z,-3.83,0,-227.64,0,6464.56,13.17,NA,0.14,42.86,34.27,580.81,1094.76,0.01,0,21.63,13.25,0,480.2,0.03,NA,0.01,2.15,703.78,101.05
2024-12-29T21:15:00Z,-3.7,0,-183.65,14.94,6515.1,13.15,NA,0.14,42.85,21.93,570.04,1082.09,0.01,0,21.65,10.89,1.11,486.21,0.03,NA,0.01,2.15,714.09,91.69
2024-12-29T21:20:00Z,-3.25,0,-232.1,0,6568.3,13.18,NA,0.16,42.38,1.58,564.04,1107.34,0.01,0,21.67,13.84,0,490.51,0.03,NA,0.01,2.14,712.79,87.5
2024-12-29T21:25:00Z,-3.75,0,-260.69,0,6610.73,14.22,NA,0.14,42.48,5.46,579.53,1136.37,0.01,0,21.68,15.52,0,494.42,0.04,NA,0.01,2.13,710.55,87.6
2024-12-29T21:30:00Z,-4.41,0,-423.4,0,6640.55,14.21,NA,0.17,42.48,0,561.23,1166.56,0.01,0,21.7,25.17,0,497.45,0.04,NA,0.01,2.13,711.93,85
2024-12-29T21:35:00Z,-5.82,0,-429.37,0,6591.5,14.21,NA,0.12,42.38,0.01,566.91,1187.68,0.01,0,21.65,25.45,0,496.75,0.04,NA,0.01,2.13,713.1,85
2024-12-29T21:40:00Z,-3.54,0,-420.51,0,6543.89,14.22,NA,0.14,42.51,13,574.96,1192.24,0.01,0,21.6,24.8,0,492.75,0.04,NA,0.01,2.13,709.01,87.5
2024-12-29T21:45:00Z,-4.09,0,-437.09,0,6579.34,14.21,NA,0.14,42.42,3.57,565.41,1190.63,0.01,0,21.55,25.75,0,492.05,0.04,NA,0.01,2.13,706.72,82.09
2024-12-29T21:50:00Z,-4.08,0,-448.02,0,6546.25,14.22,NA,0.17,42.68,0,572.42,1199.7,0.01,0,21.5,26.4,0,491.87,0.04,NA,0.01,2.14,708.26,82.72
2024-12-29T21:55:00Z,-3.75,0,-503.25,0,6533.97,14.19,NA,0.14,42.25,4.2,578.68,1201.93,0.01,0,21.45,29.55,0,489.73,0.04,NA,0.01,2.13,705.15,82.69
2024-12-29T22:00:00Z,-5.06,0,-465.52,0,6464.32,14.18,NA,0.12,43.05,0.01,564.79,1189.39,0.01,0,21.4,27.31,0,486.24,0.04,NA,0.01,2.14,708.92,82.36
2024-12-29T22:05:00Z,-3.99,0,-479.17,0,6429.21,14.2,NA,0.15,42.31,0.33,573.89,1193.07,0.01,0,21.4,28.06,0,481.98,0.04,NA,0.01,2.14,704.4,85
2024-12-29T22:10:00Z,-4.57,0,-484.06,0,6418.03,14.2,NA,0.14,42.49,0,567.69,1193,0.01,0,21.4,28.32,0,480.12,0.04,NA,0.01,2.13,703.21,82.15
